Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Month_Number,Quarter,Week,Day
1,2010-12-11,1494479.49,No,59.61,2.728,212.003944,7.838,2010,December,12,Q4,49,11
1,2010-11-19,1483784.18,No,51.41,2.771,211.8896737,7.838,2010,November,11,Q4,46,19
1,2010-11-26,1955624.11,Yes,64.52,2.735,211.7484333,7.838,2010,November,11,Q4,47,26
1,2010-03-12,1548033.78,No,49.27,2.708,211.607193,7.838,2010,March,3,Q1,10,12
1,2010-10-12,1682614.26,No,46.33,2.843,211.4659526,7.838,2010,October,10,Q4,41,12
1,2010-12-17,1891034.93,No,49.84,2.869,211.4053124,7.838,2010,December,12,Q4,50,17
1,2010-12-24,2387950.2,No,52.33,2.886,211.4051222,7.838,2010,December,12,Q4,51,24
1,2010-12-31,1367320.01,Yes,48.43,2.943,211.4049321,7.838,2010,December,12,Q4,52,31
1,2011-07-01,1444732.28,No,48.27,2.976,211.4047419,7.742,2011,July,7,Q3,26,1
1,2011-01-14,1391013.96,No,35.4,2.983,211.4574109,7.742,2011,January,1,Q1,2,14
1,2011-01-21,1327405.42,No,44.04,3.016,211.8272343,7.742,2011,January,1,Q1,3,21
1,2011-01-28,1316899.31,No,43.83,3.01,212.1970577,7.742,2011,January,1,Q1,4,28
1,2011-04-02,1606629.58,No,42.27,2.989,212.5668812,7.742,2011,April,4,Q2,13,2
1,2011-11-02,1649614.93,Yes,36.39,3.022,212.9367046,7.742,2011,November,11,Q4,44,2
1,2011-02-18,1686842.78,No,57.36,3.045,213.2478853,7.742,2011,February,2,Q1,7,18
1,2011-02-25,1456800.28,No,62.9,3.065,213.535609,7.742,2011,February,2,Q1,8,25
1,2011-04-03,1636263.41,No,59.58,3.288,213.8233327,7.742,2011,April,4,Q2,13,3
1,2011-11-03,1553191.63,No,53.56,3.459,214.1110564,7.742,2011,November,11,Q4,44,3
1,2011-03-18,1576818.06,No,62.76,3.488,214.3627114,7.742,2011,March,3,Q1,11,18
1,2011-03-25,1541102.38,No,69.97,3.473,214.5999389,7.742,2011,March,3,Q1,12,25
1,2011-01-04,1495064.75,No,59.17,3.524,214.8371664,7.682,2011,January,1,Q1,1,4
1,2011-08-04,1614259.35,No,67.84,3.622,215.0743939,7.682,2011,August,8,Q3,31,4
1,2011-04-15,1559889.0,No,71.27,3.743,215.2918561,7.682,2011,April,4,Q2,15,15
1,2011-04-22,1564819.81,No,72.99,3.807,215.4599053,7.682,2011,April,4,Q2,16,22
1,2011-04-29,1455090.69,No,72.03,3.81,215.6279544,7.682,2011,April,4,Q2,17,29
1,2011-06-05,1629391.28,No,64.61,3.906,215.7960035,7.682,2011,June,6,Q2,22,5
1,2011-05-13,1604775.58,No,75.64,3.899,215.9640526,7.682,2011,May,5,Q2,19,13
1,2011-05-20,1428218.27,No,67.63,3.907,215.7339202,7.682,2011,May,5,Q2,20,20
1,2011-05-27,1466046.67,No,77.72,3.786,215.5037878,7.682,2011,May,5,Q2,21,27
1,2011-03-06,1635078.41,No,83.0,3.699,215.2736553,7.682,2011,March,3,Q1,9,6
1,2011-10-06,1588948.32,No,83.13,3.648,215.0435229,7.682,2011,October,10,Q4,40,6
1,2011-06-17,1532114.86,No,86.41,3.637,214.9980596,7.682,2011,June,6,Q2,24,17
1,2011-06-24,1438830.15,No,83.58,3.594,215.0910982,7.682,2011,June,6,Q2,25,24
1,2011-01-07,1488538.09,No,85.55,3.524,215.1841368,7.962,2011,January,1,Q1,1,7
1,2011-08-07,1534849.64,No,85.83,3.48,215.2771754,7.962,2011,August,8,Q3,31,7
1,2011-07-15,1455119.97,No,88.54,3.575,215.3611087,7.962,2011,July,7,Q3,28,15
1,2011-07-22,1396926.82,No,85.77,3.651,215.4222784,7.962,2011,July,7,Q3,29,22
1,2011-07-29,1352219.79,No,86.83,3.682,215.4834482,7.962,2011,July,7,Q3,30,29
1,2011-05-08,1624383.75,No,91.65,3.684,215.544618,7.962,2011,May,5,Q2,18,8
1,2011-12-08,1525147.09,No,90.76,3.638,215.6057878,7.962,2011,December,12,Q4,49,8
1,2011-08-19,1530761.43,No,89.94,3.554,215.6693107,7.962,2011,August,8,Q3,33,19
1,2011-08-26,1464693.46,No,87.96,3.523,215.7332258,7.962,2011,August,8,Q3,34,26
1,2011-02-09,1550229.22,No,87.83,3.533,215.7971409,7.962,2011,February,2,Q1,6,9
1,2011-09-09,1540471.24,Yes,76.0,3.546,215.861056,7.962,2011,September,9,Q3,36,9
1,2011-09-16,1514259.78,No,79.94,3.526,216.0410526,7.962,2011,September,9,Q3,37,16
1,2011-09-23,1380020.27,No,75.8,3.467,216.3758246,7.962,2011,September,9,Q3,38,23
1,2011-09-30,1394561.83,No,79.69,3.355,216.7105965,7.962,2011,September,9,Q3,39,30
1,2011-07-10,1630989.95,No,69.31,3.285,217.0453684,7.866,2011,July,7,Q3,27,10
1,2011-10-14,1493525.93,No,71.74,3.274,217.3552733,7.866,2011,October,10,Q4,41,14
1,2011-10-21,1502562.78,No,63.71,3.353,217.5159762,7.866,2011,October,10,Q4,42,21
1,2011-10-28,1445249.09,No,66.57,3.372,217.6766791,7.866,2011,October,10,Q4,43,28
1,2011-04-11,1697229.58,No,54.98,3.332,217.837382,7.866,2011,April,4,Q2,15,11
1,2011-11-11,1594938.89,No,59.11,3.297,217.9980849,7.866,2011,November,11,Q4,45,11
1,2011-11-18,1539483.7,No,62.25,3.308,218.2205088,7.866,2011,November,11,Q4,46,18
1,2011-11-25,2033320.66,Yes,60.14,3.236,218.4676211,7.866,2011,November,11,Q4,47,25
1,2011-02-12,1584083.95,No,48.91,3.172,218.7147333,7.866,2011,February,2,Q1,6,12
1,2011-09-12,1799682.38,No,43.93,3.158,218.9618456,7.866,2011,September,9,Q3,37,12
1,2011-12-16,1881176.67,No,51.63,3.159,219.1794533,7.866,2011,December,12,Q4,50,16
1,2011-12-23,2270188.99,No,47.96,3.112,219.3577216,7.866,2011,December,12,Q4,51,23
1,2011-12-30,1497462.72,Yes,44.55,3.129,219.5359898,7.866,2011,December,12,Q4,52,30
1,2012-06-01,1550369.92,No,49.01,3.157,219.7142581,7.348,2012,June,6,Q2,22,1
1,2012-01-13,1459601.17,No,48.53,3.261,219.8925263,7.348,2012,January,1,Q1,2,13
1,2012-01-20,1394393.84,No,54.11,3.268,219.9856893,7.348,2012,January,1,Q1,3,20
1,2012-01-27,1319325.59,No,54.26,3.29,220.0788523,7.348,2012,January,1,Q1,4,27
1,2012-03-02,1636339.65,No,56.55,3.36,220.1720153,7.348,2012,March,3,Q1,9,2
1,2012-10-02,1802477.43,Yes,48.02,3.409,220.2651783,7.348,2012,October,10,Q4,40,2
1,2012-02-17,1819870.0,No,45.32,3.51,220.4257586,7.348,2012,February,2,Q1,7,17
1,2012-02-24,1539387.83,No,57.25,3.555,220.636902,7.348,2012,February,2,Q1,8,24
1,2012-02-03,1688420.76,No,60.96,3.63,220.8480454,7.348,2012,February,2,Q1,5,3
1,2012-09-03,1675431.16,No,58.76,3.669,221.0591887,7.348,2012,September,9,Q3,36,3
1,2012-03-16,1677472.78,No,64.74,3.734,221.2118132,7.348,2012,March,3,Q1,11,16
1,2012-03-23,1511068.07,No,65.93,3.787,221.2864126,7.348,2012,March,3,Q1,12,23
1,2012-03-30,1649604.63,No,67.61,3.845,221.3610119,7.348,2012,March,3,Q1,13,30
1,2012-06-04,1899676.88,No,70.43,3.891,221.4356112,7.143,2012,June,6,Q2,23,4
1,2012-04-13,1621031.7,No,69.07,3.891,221.5102105,7.143,2012,April,4,Q2,15,13
1,2012-04-20,1521577.87,No,66.76,3.877,221.5640737,7.143,2012,April,4,Q2,16,20
1,2012-04-27,1468928.37,No,67.23,3.814,221.6179368,7.143,2012,April,4,Q2,17,27
1,2012-04-05,1684519.99,No,75.55,3.749,221.6718,7.143,2012,April,4,Q2,14,5
1,2012-11-05,1611096.05,No,73.77,3.688,221.7256632,7.143,2012,November,11,Q4,45,5
1,2012-05-18,1595901.87,No,70.33,3.63,221.742674,7.143,2012,May,5,Q2,20,18
1,2012-05-25,1555444.55,No,77.22,3.561,221.744944,7.143,2012,May,5,Q2,21,25
1,2012-01-06,1624477.58,No,77.95,3.501,221.7472139,7.143,2012,January,1,Q1,1,6
1,2012-08-06,1697230.96,No,78.3,3.452,221.7494839,7.143,2012,August,8,Q3,32,6
1,2012-06-15,1630607.0,No,79.35,3.393,221.7626421,7.143,2012,June,6,Q2,24,15
1,2012-06-22,1527845.81,No,78.39,3.346,221.8030211,7.143,2012,June,6,Q2,25,22
1,2012-06-29,1540421.49,No,84.88,3.286,221.8434,7.143,2012,June,6,Q2,26,29
1,2012-06-07,1769854.16,No,81.57,3.227,221.8837789,6.908,2012,June,6,Q2,23,7
1,2012-07-13,1527014.04,No,77.12,3.256,221.9241579,6.908,2012,July,7,Q3,28,13
1,2012-07-20,1497954.76,No,80.42,3.311,221.9327267,6.908,2012,July,7,Q3,29,20
1,2012-07-27,1439123.71,No,82.66,3.407,221.9412954,6.908,2012,July,7,Q3,30,27
1,2012-03-08,1631135.79,No,86.11,3.417,221.9498642,6.908,2012,March,3,Q1,10,8
1,2012-10-08,1592409.97,No,85.05,3.494,221.9584329,6.908,2012,October,10,Q4,41,8
1,2012-08-17,1597868.05,No,84.85,3.571,222.0384109,6.908,2012,August,8,Q3,33,17
1,2012-08-24,1494122.38,No,77.66,3.62,222.1719457,6.908,2012,August,8,Q3,34,24
1,2012-08-31,1582083.4,No,80.49,3.638,222.3054805,6.908,2012,August,8,Q3,35,31
1,2012-07-09,1661767.33,Yes,83.96,3.73,222.4390153,6.908,2012,July,7,Q3,28,9
1,2012-09-14,1517428.87,No,74.97,3.717,222.5820193,6.908,2012,September,9,Q3,37,14
1,2012-09-21,1506126.06,No,69.87,3.721,222.7818386,6.908,2012,September,9,Q3,38,21
1,2012-09-28,1437059.26,No,76.08,3.666,222.9816579,6.908,2012,September,9,Q3,39,28
1,2012-05-10,1670785.97,No,68.55,3.617,223.1814772,6.573,2012,May,5,Q2,19,10
1,2012-12-10,1573072.81,No,62.99,3.601,223.3812965,6.573,2012,December,12,Q4,50,10
1,2012-10-19,1508068.77,No,67.97,3.594,223.4257233,6.573,2012,October,10,Q4,42,19
1,2012-10-26,1493659.74,No,69.16,3.506,223.4442513,6.573,2012,October,10,Q4,43,26
2,2010-05-02,2136989.46,No,40.19,2.572,210.7526053,8.324,2010,May,5,Q2,17,2
2,2010-12-02,2137809.5,Yes,38.49,2.548,210.8979935,8.324,2010,December,12,Q4,48,2
2,2010-02-19,2124451.54,No,39.69,2.514,210.9451605,8.324,2010,February,2,Q1,7,19
2,2010-02-26,1865097.27,No,46.1,2.561,210.9759573,8.324,2010,February,2,Q1,8,26
2,2010-05-03,1991013.13,No,47.17,2.625,211.0067542,8.324,2010,May,5,Q2,18,3
2,2010-12-03,1990483.78,No,57.56,2.667,211.037551,8.324,2010,December,12,Q4,48,3
2,2010-03-19,1946070.88,No,54.52,2.72,210.8733316,8.324,2010,March,3,Q1,11,19
2,2010-03-26,1750197.81,No,51.26,2.732,210.6766095,8.324,2010,March,3,Q1,12,26
2,2010-02-04,2066187.72,No,63.27,2.719,210.4798874,8.2,2010,February,2,Q1,5,4
2,2010-09-04,1954689.21,No,65.41,2.77,210.2831653,8.2,2010,September,9,Q3,35,4
2,2010-04-16,1874957.94,No,68.07,2.808,210.1495463,8.2,2010,April,4,Q2,15,16
2,2010-04-23,1821990.93,No,65.11,2.795,210.1000648,8.2,2010,April,4,Q2,16,23
2,2010-04-30,1802450.29,No,66.98,2.78,210.0505833,8.2,2010,April,4,Q2,17,30
2,2010-07-05,2042581.71,No,71.28,2.835,210.0011018,8.2,2010,July,7,Q3,27,5
2,2010-05-14,1880752.36,No,73.31,2.854,209.9984585,8.2,2010,May,5,Q2,19,14
2,2010-05-21,1896937.1,No,74.83,2.826,210.2768443,8.2,2010,May,5,Q2,20,21
2,2010-05-28,1957113.89,No,81.13,2.759,210.5552301,8.2,2010,May,5,Q2,21,28
2,2010-04-06,2102539.93,No,81.81,2.705,210.833616,8.2,2010,April,4,Q2,14,6
2,2010-11-06,2025538.76,No,83.4,2.668,211.1120018,8.2,2010,November,11,Q4,44,6
2,2010-06-18,2001636.96,No,85.81,2.637,211.1096543,8.2,2010,June,6,Q2,24,18
2,2010-06-25,1939927.09,No,86.26,2.653,210.9950134,8.2,2010,June,6,Q2,25,25
2,2010-02-07,2003940.64,No,82.74,2.669,210.8803726,8.099,2010,February,2,Q1,5,7
2,2010-09-07,1880902.62,No,82.59,2.642,210.7657317,8.099,2010,September,9,Q3,36,7
2,2010-07-16,1845879.79,No,85.32,2.623,210.7577954,8.099,2010,July,7,Q3,28,16
2,2010-07-23,1781717.71,No,87.66,2.608,210.8921319,8.099,2010,July,7,Q3,29,23
2,2010-07-30,1804246.16,No,83.49,2.64,211.0264684,8.099,2010,July,7,Q3,30,30
2,2010-06-08,1991909.98,No,89.53,2.627,211.1608049,8.099,2010,June,6,Q2,23,8
2,2010-08-13,1895601.05,No,89.05,2.692,211.2951413,8.099,2010,August,8,Q3,32,13
2,2010-08-20,1964335.23,No,88.7,2.664,211.2596586,8.099,2010,August,8,Q3,33,20
2,2010-08-27,1863840.49,No,87.12,2.619,211.2241759,8.099,2010,August,8,Q3,34,27
2,2010-03-09,1904608.09,No,81.83,2.577,211.1886931,8.099,2010,March,3,Q1,10,9
2,2010-10-09,1839128.83,Yes,79.09,2.565,211.1532104,8.099,2010,October,10,Q4,40,9
2,2010-09-17,1793903.6,No,82.05,2.582,211.1806415,8.099,2010,September,9,Q3,37,17
2,2010-09-24,1724557.22,No,81.79,2.624,211.2552578,8.099,2010,September,9,Q3,38,24
2,2010-01-10,1827440.43,No,69.24,2.603,211.3298742,8.163,2010,January,1,Q1,1,10
2,2010-08-10,1849921.44,No,63.19,2.633,211.4044906,8.163,2010,August,8,Q3,32,10
2,2010-10-15,1794355.49,No,65.8,2.72,211.4713286,8.163,2010,October,10,Q4,41,15
2,2010-10-22,1737947.64,No,68.5,2.725,211.5187208,8.163,2010,October,10,Q4,42,22
2,2010-10-29,1802755.11,No,66.24,2.716,211.5661131,8.163,2010,October,10,Q4,43,29
2,2010-05-11,1939061.41,No,57.85,2.689,211.6135053,8.163,2010,May,5,Q2,19,11
2,2010-12-11,1916812.74,No,59.69,2.728,211.6608975,8.163,2010,December,12,Q4,49,11
2,2010-11-19,1956739.17,No,50.81,2.771,211.5470304,8.163,2010,November,11,Q4,46,19
2,2010-11-26,2658725.29,Yes,62.98,2.735,211.4062867,8.163,2010,November,11,Q4,47,26
2,2010-03-12,2015781.27,No,49.33,2.708,211.265543,8.163,2010,March,3,Q1,10,12
2,2010-10-12,2378726.55,No,45.5,2.843,211.1247993,8.163,2010,October,10,Q4,41,12
2,2010-12-17,2609166.75,No,47.55,2.869,211.0645458,8.163,2010,December,12,Q4,50,17
2,2010-12-24,3436007.68,No,49.97,2.886,211.0646599,8.163,2010,December,12,Q4,51,24
2,2010-12-31,1750434.55,Yes,47.3,2.943,211.064774,8.163,2010,December,12,Q4,52,31
2,2011-07-01,1758050.79,No,44.69,2.976,211.0648881,8.028,2011,July,7,Q3,26,1
2,2011-01-14,1744193.58,No,33.02,2.983,211.1176713,8.028,2011,January,1,Q1,2,14
2,2011-01-21,1751384.9,No,41.4,3.016,211.4864691,8.028,2011,January,1,Q1,3,21
2,2011-01-28,1695371.68,No,42.83,3.01,211.8552668,8.028,2011,January,1,Q1,4,28
2,2011-04-02,1929346.23,No,38.25,2.989,212.2240646,8.028,2011,April,4,Q2,13,2
2,2011-11-02,2168041.61,Yes,33.19,3.022,212.5928624,8.028,2011,November,11,Q4,44,2
2,2011-02-18,2080884.82,No,57.83,3.045,212.9033115,8.028,2011,February,2,Q1,7,18
2,2011-02-25,1833511.08,No,60.8,3.065,213.190421,8.028,2011,February,2,Q1,8,25
2,2011-04-03,1981607.78,No,57.77,3.288,213.4775305,8.028,2011,April,4,Q2,13,3
2,2011-11-03,1879107.31,No,52.7,3.459,213.7646401,8.028,2011,November,11,Q4,44,3
2,2011-03-18,1902557.66,No,62.32,3.488,214.0156238,8.028,2011,March,3,Q1,11,18
2,2011-03-25,1766162.05,No,69.42,3.473,214.2521573,8.028,2011,March,3,Q1,12,25
2,2011-01-04,1800171.36,No,55.43,3.524,214.4886908,7.931,2011,January,1,Q1,1,4
2,2011-08-04,1847552.61,No,67.0,3.622,214.7252242,7.931,2011,August,8,Q3,31,4
2,2011-04-15,1856467.84,No,69.48,3.743,214.9420631,7.931,2011,April,4,Q2,15,15
2,2011-04-22,1886339.6,No,69.39,3.807,215.1096657,7.931,2011,April,4,Q2,16,22
2,2011-04-29,1745545.28,No,69.21,3.81,215.2772683,7.931,2011,April,4,Q2,17,29
2,2011-06-05,1837743.6,No,61.48,3.906,215.4448709,7.931,2011,June,6,Q2,22,5
2,2011-05-13,1838513.07,No,74.61,3.899,215.6124735,7.931,2011,May,5,Q2,19,13
2,2011-05-20,1688281.86,No,67.14,3.907,215.3834778,7.931,2011,May,5,Q2,20,20
2,2011-05-27,1797732.56,No,76.42,3.786,215.1544822,7.931,2011,May,5,Q2,21,27
2,2011-03-06,1933756.21,No,83.07,3.699,214.9254865,7.931,2011,March,3,Q1,9,6
2,2011-10-06,1929153.16,No,83.4,3.648,214.6964908,7.931,2011,October,10,Q4,40,6
2,2011-06-17,1953771.99,No,86.53,3.637,214.6513538,7.931,2011,June,6,Q2,24,17
2,2011-06-24,1790925.8,No,85.17,3.594,214.7441108,7.931,2011,June,6,Q2,25,24
2,2011-01-07,1866243.0,No,85.69,3.524,214.8368678,7.852,2011,January,1,Q1,1,7
2,2011-08-07,1853161.99,No,87.7,3.48,214.9296249,7.852,2011,August,8,Q3,31,7
2,2011-07-15,1785187.29,No,89.83,3.575,215.0134426,7.852,2011,July,7,Q3,28,15
2,2011-07-22,1743816.41,No,89.34,3.651,215.0749122,7.852,2011,July,7,Q3,29,22
2,2011-07-29,1680693.06,No,90.07,3.682,215.1363819,7.852,2011,July,7,Q3,30,29
2,2011-05-08,1876704.26,No,93.34,3.684,215.1978515,7.852,2011,May,5,Q2,18,8
2,2011-12-08,1812768.26,No,91.58,3.638,215.2593211,7.852,2011,December,12,Q4,49,8
2,2011-08-19,1844094.59,No,89.86,3.554,215.3229307,7.852,2011,August,8,Q3,33,19
2,2011-08-26,1821139.91,No,90.45,3.523,215.386897,7.852,2011,August,8,Q3,34,26
2,2011-02-09,1809119.7,No,89.64,3.533,215.4508632,7.852,2011,February,2,Q1,6,9
2,2011-09-09,1748000.65,Yes,77.97,3.546,215.5148295,7.852,2011,September,9,Q3,36,9
2,2011-09-16,1691439.52,No,78.85,3.526,215.6944378,7.852,2011,September,9,Q3,37,16
2,2011-09-23,1669299.78,No,75.58,3.467,216.0282356,7.852,2011,September,9,Q3,38,23
2,2011-09-30,1650394.44,No,78.14,3.355,216.3620333,7.852,2011,September,9,Q3,39,30
2,2011-07-10,1837553.43,No,69.92,3.285,216.6958311,7.441,2011,July,7,Q3,27,10
2,2011-10-14,1743882.19,No,71.67,3.274,217.0048261,7.441,2011,October,10,Q4,41,14
2,2011-10-21,1834680.25,No,64.53,3.353,217.1650042,7.441,2011,October,10,Q4,42,21
2,2011-10-28,1769296.25,No,65.87,3.372,217.3251824,7.441,2011,October,10,Q4,43,28
2,2011-04-11,1959707.9,No,55.53,3.332,217.4853605,7.441,2011,April,4,Q2,15,11
2,2011-11-11,1920725.15,No,59.33,3.297,217.6455387,7.441,2011,November,11,Q4,45,11
2,2011-11-18,1902762.5,No,62.01,3.308,217.8670218,7.441,2011,November,11,Q4,46,18
2,2011-11-25,2614202.3,Yes,56.36,3.236,218.1130269,7.441,2011,November,11,Q4,47,25
2,2011-02-12,1954952.0,No,48.74,3.172,218.3590319,7.441,2011,February,2,Q1,6,12
2,2011-09-12,2290549.32,No,41.76,3.158,218.605037,7.441,2011,September,9,Q3,37,12
2,2011-12-16,2432736.52,No,50.13,3.159,218.8217928,7.441,2011,December,12,Q4,50,16
2,2011-12-23,3224369.8,No,46.66,3.112,218.9995495,7.441,2011,December,12,Q4,51,23
2,2011-12-30,1874226.52,Yes,44.57,3.129,219.1773063,7.441,2011,December,12,Q4,52,30
2,2012-06-01,1799520.14,No,46.75,3.157,219.355063,7.057,2012,June,6,Q2,22,1
2,2012-01-13,1744725.48,No,45.99,3.261,219.5328198,7.057,2012,January,1,Q1,2,13
2,2012-01-20,1711769.11,No,51.7,3.268,219.6258417,7.057,2012,January,1,Q1,3,20
2,2012-01-27,1660906.14,No,50.5,3.29,219.7188636,7.057,2012,January,1,Q1,4,27
2,2012-03-02,1935299.94,No,55.21,3.36,219.8118854,7.057,2012,March,3,Q1,9,2
2,2012-10-02,2103322.68,Yes,46.98,3.409,219.9049073,7.057,2012,October,10,Q4,40,2
2,2012-02-17,2196688.46,No,43.82,3.51,220.0651993,7.057,2012,February,2,Q1,7,17
2,2012-02-24,1861802.7,No,54.63,3.555,220.275944,7.057,2012,February,2,Q1,8,24
2,2012-02-03,1952555.66,No,58.79,3.63,220.4866886,7.057,2012,February,2,Q1,5,3
2,2012-09-03,1937628.26,No,57.11,3.669,220.6974332,7.057,2012,September,9,Q3,36,3
2,2012-03-16,1976082.13,No,63.68,3.734,220.8498468,7.057,2012,March,3,Q1,11,16
2,2012-03-23,1790439.16,No,64.01,3.787,220.9244858,7.057,2012,March,3,Q1,12,23
2,2012-03-30,1857480.84,No,66.83,3.845,220.9991248,7.057,2012,March,3,Q1,13,30
2,2012-06-04,2129035.91,No,68.43,3.891,221.0737638,6.891,2012,June,6,Q2,23,4
2,2012-04-13,1935869.1,No,68.08,3.891,221.1484028,6.891,2012,April,4,Q2,15,13
2,2012-04-20,1847344.45,No,65.69,3.877,221.2021074,6.891,2012,April,4,Q2,16,20
2,2012-04-27,1764133.09,No,67.2,3.814,221.255812,6.891,2012,April,4,Q2,17,27
2,2012-04-05,1923957.09,No,76.73,3.749,221.3095166,6.891,2012,April,4,Q2,14,5
2,2012-11-05,1917520.99,No,73.87,3.688,221.3632212,6.891,2012,November,11,Q4,45,5
2,2012-05-18,2000940.67,No,71.27,3.63,221.380331,6.891,2012,May,5,Q2,20,18
2,2012-05-25,1912791.09,No,78.19,3.561,221.3828029,6.891,2012,May,5,Q2,21,25
2,2012-01-06,1910092.37,No,78.38,3.501,221.3852748,6.891,2012,January,1,Q1,1,6
2,2012-08-06,2010216.49,No,78.69,3.452,221.3877467,6.891,2012,August,8,Q3,32,6
2,2012-06-15,1962924.3,No,80.56,3.393,221.4009901,6.891,2012,June,6,Q2,24,15
2,2012-06-22,1887733.21,No,81.04,3.346,221.4411622,6.891,2012,June,6,Q2,25,22
2,2012-06-29,1881046.12,No,86.32,3.286,221.4813343,6.891,2012,June,6,Q2,26,29
2,2012-06-07,2041507.4,No,84.2,3.227,221.5215064,6.565,2012,June,6,Q2,23,7
2,2012-07-13,1830075.13,No,80.17,3.256,221.5616784,6.565,2012,July,7,Q3,28,13
2,2012-07-20,1819666.46,No,83.23,3.311,221.5701123,6.565,2012,July,7,Q3,29,20
2,2012-07-27,1757923.88,No,86.37,3.407,221.5785461,6.565,2012,July,7,Q3,30,27
2,2012-03-08,1946104.64,No,90.22,3.417,221.5869799,6.565,2012,March,3,Q1,10,8
2,2012-10-08,1866719.96,No,88.55,3.494,221.5954138,6.565,2012,October,10,Q4,41,8
2,2012-08-17,1928016.01,No,84.79,3.571,221.6751459,6.565,2012,August,8,Q3,33,17
